Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
NS,2021-09-20,6321,55,94,0,8,2,1.487,0.0
NL,2021-09-20,1570,15,7,0,1,1,0.446,0.0
BC,2021-09-20,180095,541,1899,11,307,9,1.054,2.033
AB,2021-09-20,283668,1519,2574,29,954,43,0.907,1.909
SK,2021-09-21,62989,369,646,5,262,9,1.026,1.355
YT,2021-09-21,801,7,9,0,0,0,1.124,0.0
NT,2021-09-21,807,58,2,1,0,0,0.248,1.724
MB,2021-09-21,59818,60,1208,0,35,3,2.019,0.0
ON,2021-09-21,581706,610,9474,5,332,34,1.629,0.82
NU,2021-09-21,663,2,4,0,0,0,0.603,0.0
NS,2021-09-21,6346,25,94,0,9,1,1.481,0.0
NB,2021-09-21,3501,65,48,0,24,1,1.371,0.0
PE,2021-09-21,287,3,0,0,0,0,0.0,0.0
AB,2021-09-21,284980,1312,2594,20,996,42,0.91,1.524
BC,2021-09-21,180783,688,1900,1,332,25,1.051,0.145
YT,2021-09-22,805,4,9,0,0,0,1.118,0.0
NU,2021-09-22,663,0,4,0,0,0,0.603,0.0
NB,2021-09-22,3577,76,49,1,26,2,1.37,1.316
NL,2021-09-22,1609,23,7,0,1,1,0.435,0.0
SK,2021-09-22,63415,426,651,5,265,3,1.027,1.174
MB,2021-09-22,59872,54,1208,0,37,2,2.018,0.0
PE,2021-09-22,287,0,0,0,0,0,0.0,0.0
NT,2021-09-22,834,27,2,0,0,0,0.24,0.0
NS,2021-09-22,6365,19,94,0,10,1,1.477,0.0
AB,2021-09-22,286666,1686,2611,17,1040,44,0.911,1.008
QC,2021-09-22,399107,607,11360,4,280,6,2.846,0.659
SK,2021-09-23,63875,460,658,7,273,8,1.03,1.522
QC,2021-09-23,399884,777,11364,4,283,3,2.842,0.515
NB,2021-09-23,3629,52,49,0,27,1,1.35,0.0
NS,2021-09-23,6406,41,95,1,10,0,1.483,2.439
YT,2021-09-23,812,7,9,0,0,0,1.108,0.0
NU,2021-09-23,663,0,4,0,0,0,0.603,0.0
ON,2021-09-23,583091,658,9483,3,312,8,1.626,0.456
NL,2021-09-23,1609,0,7,0,1,0,0.435,0.0
AB,2021-09-23,288336,1670,2622,11,1058,18,0.909,0.659
BC,2021-09-23,182382,755,1915,5,330,6,1.05,0.662
NT,2021-09-23,852,18,2,0,0,0,0.235,0.0
PE,2021-09-23,287,0,0,0,0,0,0.0,0.0
YT,2021-09-24,819,7,9,0,0,0,1.099,0.0
NL,2021-09-24,1654,45,7,0,2,1,0.423,0.0
AB,2021-09-24,290209,1873,2622,0,1061,3,0.903,0.0
NT,2021-09-24,882,30,2,0,0,0,0.227,0.0
NB,2021-09-24,3707,78,52,3,31,4,1.403,3.846
QC,2021-09-24,400600,716,11367,3,298,15,2.837,0.419
PE,2021-09-24,293,6,0,0,0,0,0.0,0.0
SK,2021-09-24,64402,527,663,5,276,3,1.029,0.949
NS,2021-09-24,6440,34,95,0,13,3,1.475,0.0
NU,2021-09-24,663,0,4,0,0,0,0.603,0.0
MB,2021-09-25,60098,94,1209,0,34,0,2.012,0.0
NB,2021-09-25,3768,61,53,1,32,1,1.407,1.639
AB,2021-09-25,291734,1525,2622,0,1061,0,0.899,0.0
QC,2021-09-25,401372,772,11371,4,301,3,2.833,0.518
YT,2021-09-25,823,4,9,0,0,0,1.094,0.0
ON,2021-09-25,584356,609,9497,9,324,15,1.625,1.478
PE,2021-09-25,294,1,0,0,0,0,0.0,0.0
NL,2021-09-25,1668,14,7,0,2,0,0.42,0.0
SK,2021-09-25,64949,547,667,4,282,6,1.027,0.731
NU,2021-09-25,663,0,4,0,0,0,0.603,0.0
NT,2021-09-25,918,36,2,0,0,0,0.218,0.0
BC,2021-09-25,183928,692,1922,0,319,0,1.045,0.0
PE,2021-09-26,295,1,0,0,0,0,0.0,0.0
NB,2021-09-26,3850,82,54,1,33,1,1.403,1.22
NU,2021-09-26,663,0,4,0,0,0,0.603,0.0
NL,2021-09-26,1692,24,7,0,2,0,0.414,0.0
AB,2021-09-26,293489,1755,2645,23,1061,0,0.901,1.311
BC,2021-09-26,184652,724,1922,0,319,0,1.041,0.0
MB,2021-09-26,60224,126,1211,2,34,0,2.011,1.587
YT,2021-09-26,825,2,9,0,0,0,1.091,0.0
NT,2021-09-26,918,0,2,0,0,0,0.218,0.0
NU,2021-09-27,663,0,4,0,0,0,0.603,0.0
QC,2021-09-27,402442,491,11376,2,299,2,2.827,0.407
NB,2021-09-27,3936,86,54,0,41,8,1.372,0.0
PE,2021-09-27,295,0,0,0,0,0,0.0,0.0
MB,2021-09-27,60295,71,1211,0,43,9,2.008,0.0
AB,2021-09-27,294759,1270,2663,18,1063,2,0.903,1.417
YT,2021-09-27,829,4,9,0,0,0,1.086,0.0
NL,2021-09-27,1717,25,8,1,3,1,0.466,4.0
SK,2021-09-27,65897,396,672,2,289,8,1.02,0.505
NT,2021-09-27,918,0,2,0,0,0,0.218,0.0
BC,2021-09-28,186057,810,1942,2,316,13,1.044,0.247
MB,2021-09-28,60335,40,1211,0,45,2,2.007,0.0
PE,2021-09-28,296,1,0,0,0,0,0.0,0.0
SK,2021-09-28,66343,446,682,10,311,22,1.028,2.242
QC,2021-09-28,402938,496,11384,8,321,22,2.825,1.613
YT,2021-09-28,830,1,9,0,0,0,1.084,0.0
ON,2021-09-28,585871,591,9512,6,318,34,1.624,1.015
NS,2021-09-28,6547,32,97,1,12,2,1.482,3.125
NL,2021-09-28,1731,14,8,0,4,1,0.462,0.0
NU,2021-09-28,663,0,4,0,0,0,0.603,0.0
AB,2021-09-28,296463,1704,2697,34,1100,37,0.91,1.995
NT,2021-09-28,970,52,5,3,0,0,0.515,5.769
PE,2021-09-29,296,0,0,0,0,0,0.0,0.0
YT,2021-09-29,830,0,9,0,0,0,1.084,0.0
NL,2021-09-29,1747,16,8,0,7,3,0.458,0.0
NT,2021-09-29,1019,49,6,1,0,0,0.589,2.041
MB,2021-09-29,60448,113,1211,0,48,3,2.003,0.0
BC,2021-09-29,186844,787,1953,11,340,24,1.045,1.398
NB,2021-09-29,4088,84,57,1,40,0,1.394,1.19
NU,2021-09-29,664,1,4,0,0,0,0.602,0.0
PE,2021-09-30,299,3,0,0,0,0,0.0,0.0
NT,2021-09-30,1059,40,6,0,0,0,0.567,0.0
BC,2021-09-30,187603,759,1953,0,340,0,1.041,0.0
QC,2021-09-30,404210,708,11394,7,311,5,2.819,0.989
NL,2021-09-30,1747,0,8,0,7,0,0.458,0.0
NU,2021-09-30,664,0,4,0,0,0,0.602,0.0
MB,2021-09-30,60553,105,1212,1,48,0,2.002,0.952
SK,2021-09-30,67339,602,695,10,307,12,1.032,1.661
NB,2021-09-30,4187,99,59,2,40,0,1.409,2.02
ON,2021-09-30,587163,645,9521,5,320,27,1.622,0.775
YT,2021-09-30,831,1,9,0,0,0,1.083,0.0
NB,2021-10-01,4272,85,60,1,41,1,1.404,1.176
MB,2021-10-01,60635,82,1213,1,60,12,2.0,1.22
NT,2021-10-01,1059,0,6,0,0,0,0.567,0.0
SK,2021-10-01,67810,471,700,5,313,6,1.032,1.062
NU,2021-10-01,664,0,4,0,0,0,0.602,0.0
NL,2021-10-01,1788,41,10,2,7,0,0.559,4.878
YT,2021-10-01,836,5,9,0,0,0,1.077,0.0
PE,2021-10-01,302,3,0,0,0,0,0.0,0.0
NU,2021-10-02,664,0,4,0,0,0,0.602,0.0
MB,2021-10-02,60738,103,1214,1,60,0,1.999,0.971
NT,2021-10-02,1143,84,6,0,0,0,0.525,0.0
BC,2021-10-02,188937,695,1973,0,328,0,1.044,0.0
NL,2021-10-02,1796,8,10,0,12,5,0.557,0.0
PE,2021-10-02,302,0,0,0,0,0,0.0,0.0
NB,2021-10-02,4412,140,64,4,44,3,1.451,2.857
YT,2021-10-02,836,0,9,0,0,0,1.077,0.0
AB,2021-10-02,302724,1285,2731,0,1066,0,0.902,0.0
SK,2021-10-03,68644,354,711,3,321,15,1.036,0.847
NU,2021-10-03,664,0,4,0,0,0,0.602,0.0
AB,2021-10-03,303852,1128,2752,21,1066,0,0.906,1.862
BC,2021-10-03,189624,687,1973,0,328,0,1.04,0.0
PE,2021-10-03,302,0,0,0,0,0,0.0,0.0
NL,2021-10-03,1804,8,10,0,12,0,0.554,0.0
YT,2021-10-03,844,8,9,0,0,0,1.066,0.0
NB,2021-10-03,4505,93,66,2,45,1,1.465,2.151
MB,2021-10-03,60865,127,1214,0,60,0,1.995,0.0
NT,2021-10-03,1143,0,6,0,0,0,0.525,0.0
NS,2021-10-04,6739,86,97,0,12,5,1.439,0.0
YT,2021-10-04,854,10,9,0,0,0,1.054,0.0
PE,2021-10-04,302,0,0,0,0,0,0.0,0.0
ON,2021-10-04,589225,405,9539,5,258,6,1.619,1.235
SK,2021-10-04,69089,445,716,5,325,4,1.036,1.124
NU,2021-10-04,664,0,4,0,0,0,0.602,0.0
NL,2021-10-04,1819,15,10,0,14,2,0.55,0.0
NB,2021-10-04,4580,75,68,2,49,4,1.485,2.667
AB,2021-10-04,304548,696,2778,26,1079,13,0.912,3.736
NT,2021-10-04,1143,0,6,0,0,0,0.525,0.0
MB,2021-10-04,60974,109,1216,2,64,4,1.994,1.835
NT,2021-10-05,1240,97,6,0,0,0,0.484,0.0
NU,2021-10-05,664,0,4,0,0,0,0.602,0.0
QC,2021-10-05,406718,475,11413,2,291,1,2.806,0.421
NB,2021-10-05,4670,90,69,1,50,1,1.478,1.111
AB,2021-10-05,305810,1262,2804,26,1094,15,0.917,2.06
YT,2021-10-05,854,0,10,1,0,0,1.171,0.0
ON,2021-10-05,589851,626,9544,5,272,14,1.618,0.799
PE,2021-10-05,303,1,0,0,0,0,0.0,0.0
NS,2021-10-05,6779,40,97,0,13,1,1.431,0.0
BC,2021-10-05,190893,759,1983,0,345,19,1.039,0.0
SK,2021-10-05,69331,242,724,8,340,15,1.044,3.306
PE,2021-10-06,303,0,0,0,0,0,0.0,0.0
ON,2021-10-06,590419,568,9550,6,283,11,1.617,1.056
NB,2021-10-06,4741,71,70,1,51,1,1.476,1.408
NU,2021-10-06,664,0,4,0,0,0,0.602,0.0
BC,2021-10-06,191509,616,1992,9,350,5,1.04,1.461
SK,2021-10-06,69809,478,730,6,356,16,1.046,1.255
NT,2021-10-06,1305,65,6,0,0,0,0.46,0.0
NL,2021-10-06,1833,9,10,0,14,1,0.546,0.0
QC,2021-10-06,407251,533,11417,4,294,3,2.803,0.75
YT,2021-10-06,870,16,10,0,0,0,1.149,0.0
YT,2021-10-07,881,11,10,0,0,0,1.135,0.0
BC,2021-10-07,192277,768,1996,4,373,23,1.038,0.521
AB,2021-10-07,308322,1267,2830,16,1094,11,0.918,1.263
NB,2021-10-07,4857,116,70,0,55,4,1.441,0.0
NU,2021-10-07,664,0,4,0,0,0,0.602,0.0
NT,2021-10-07,1360,55,6,0,0,0,0.441,0.0
PE,2021-10-07,306,3,0,0,0,0,0.0,0.0
NS,2021-10-07,6834,30,98,0,11,1,1.434,0.0
QC,2021-10-07,407861,610,11424,7,297,3,2.801,1.148
NL,2021-10-07,1840,7,10,0,16,2,0.543,0.0
PE,2021-10-08,306,0,0,0,0,0,0.0,0.0
NU,2021-10-08,666,2,4,0,0,0,0.601,0.0
QC,2021-10-08,408487,626,11426,2,302,5,2.797,0.319
MB,2021-10-08,61393,131,1221,2,48,3,1.989,1.527
NT,2021-10-08,1411,51,6,0,0,0,0.425,0.0
AB,2021-10-08,309408,1086,2830,0,1101,7,0.915,0.0
NS,2021-10-08,6859,25,98,0,11,0,1.429,0.0
YT,2021-10-08,888,7,10,0,0,0,1.126,0.0
NB,2021-10-08,4987,130,72,2,58,3,1.444,1.538
NL,2021-10-09,1848,0,11,0,14,0,0.595,0.0
YT,2021-10-09,892,4,10,0,0,0,1.121,0.0
AB,2021-10-09,310449,1041,2830,0,1101,0,0.912,0.0
BC,2021-10-09,193563,672,2001,0,360,0,1.034,0.0
MB,2021-10-09,61482,89,1223,2,48,0,1.989,2.247
PE,2021-10-09,306,0,0,0,0,0,0.0,0.0
NU,2021-10-09,666,0,4,0,0,0,0.601,0.0
NT,2021-10-09,1456,45,6,0,0,0,0.412,0.0
YT,2021-10-10,898,6,10,0,0,0,1.114,0.0
NU,2021-10-10,666,0,4,0,0,0,0.601,0.0
PE,2021-10-10,306,0,0,0,0,0,0.0,0.0
AB,2021-10-10,311086,637,2830,0,1101,0,0.91,0.0
NT,2021-10-10,1456,0,6,0,0,0,0.412,0.0
SK,2021-10-10,72033,507,744,1,333,1,1.033,0.197
NL,2021-10-10,1848,0,11,0,14,0,0.595,0.0
MB,2021-10-10,61588,106,1225,2,48,0,1.989,1.887
BC,2021-10-10,194045,482,2001,0,360,0,1.031,0.0
NB,2021-10-11,5258,98,75,1,56,3,1.426,1.02
YT,2021-10-11,905,7,10,0,0,0,1.105,0.0
NT,2021-10-11,1456,0,6,0,0,0,0.412,0.0
SK,2021-10-11,72458,425,748,4,347,14,1.032,0.941
BC,2021-10-11,194452,407,2001,0,360,0,1.029,0.0
AB,2021-10-11,311688,602,2863,33,1101,0,0.919,5.482
PE,2021-10-11,306,0,0,0,0,0,0.0,0.0
MB,2021-10-11,61664,76,1226,1,48,0,1.988,1.316
NU,2021-10-11,671,5,4,0,0,0,0.596,0.0
NL,2021-10-11,1848,0,11,0,14,0,0.595,0.0
YT,2021-10-12,916,11,10,0,0,0,1.092,0.0
NT,2021-10-12,1456,0,6,0,0,0,0.412,0.0
SK,2021-10-12,72730,272,750,2,348,1,1.031,0.735
ON,2021-10-12,593217,368,9572,4,247,12,1.614,1.087
MB,2021-10-12,61724,60,1226,0,48,0,1.986,0.0
PE,2021-10-12,309,3,0,0,0,0,0.0,0.0
QC,2021-10-12,410458,429,11442,2,291,1,2.788,0.466
NB,2021-10-12,5367,109,75,0,63,7,1.397,0.0
NU,2021-10-12,671,0,4,0,0,0,0.596,0.0
NS,2021-10-12,6946,99,98,0,13,2,1.411,0.0
NS,2021-10-13,6970,24,98,0,14,1,1.406,0.0
YT,2021-10-13,923,7,10,0,0,0,1.083,0.0
NB,2021-10-13,5449,82,80,5,68,5,1.468,6.098
NU,2021-10-13,671,0,4,0,0,0,0.596,0.0
NT,2021-10-13,1537,81,7,1,0,0,0.455,1.235
QC,2021-10-13,411037,579,11446,4,298,7,2.785,0.691
BC,2021-10-13,195532,584,2033,4,374,17,1.04,0.685
MB,2021-10-13,61836,112,1227,1,58,10,1.984,0.893
PE,2021-10-13,309,0,0,0,0,0,0.0,0.0
MB,2021-10-14,61896,60,1229,2,59,1,1.986,3.333
NU,2021-10-14,671,0,4,0,0,0,0.596,0.0
YT,2021-10-14,931,8,10,0,0,0,1.074,0.0
ON,2021-10-14,594187,598,9579,3,258,15,1.612,0.502
QC,2021-10-14,411668,631,11449,3,298,0,2.781,0.475
BC,2021-10-14,196223,691,2042,9,378,4,1.041,1.302
NT,2021-10-14,1580,43,9,2,0,0,0.57,4.651
NL,2021-10-14,1877,4,13,0,11,1,0.693,0.0
PE,2021-10-14,309,0,0,0,0,0,0.0,0.0
SK,2021-10-15,73662,312,770,4,339,4,1.045,1.282
ON,2021-10-15,594677,490,9582,3,271,13,1.611,0.612
NT,2021-10-15,1617,37,9,0,0,0,0.557,0.0
YT,2021-10-15,934,3,10,0,0,0,1.071,0.0
NS,2021-10-15,7014,18,98,0,13,3,1.397,0.0
QC,2021-10-15,412355,687,11455,6,301,3,2.778,0.873
PE,2021-10-15,312,3,0,0,0,0,0.0,0.0
NU,2021-10-15,671,0,4,0,0,0,0.596,0.0
PE,2021-10-16,312,0,0,0,0,0,0.0,0.0
MB,2021-10-16,62105,101,1233,3,53,0,1.985,2.97
AB,2021-10-16,315881,795,2946,0,1000,0,0.933,0.0
YT,2021-10-16,950,16,10,0,0,0,1.053,0.0
QC,2021-10-16,413139,784,11460,5,309,8,2.774,0.638
NT,2021-10-16,1638,21,9,0,0,0,0.549,0.0
BC,2021-10-16,197651,672,2055,0,367,0,1.04,0.0
NU,2021-10-16,671,0,4,0,0,0,0.596,0.0
NL,2021-10-16,1881,0,13,0,9,0,0.691,0.0
SK,2021-10-17,74394,320,778,5,333,6,1.046,1.562
BC,2021-10-17,198113,462,2055,0,367,0,1.037,0.0
ON,2021-10-17,595414,367,9587,3,247,3,1.61,0.817
NT,2021-10-17,1638,0,9,0,0,0,0.549,0.0
PE,2021-10-17,312,0,0,0,0,0,0.0,0.0
MB,2021-10-17,62178,73,1235,2,53,0,1.986,2.74
AB,2021-10-17,316489,608,2976,30,1000,0,0.94,4.934
NU,2021-10-17,674,3,4,0,0,0,0.593,0.0
YT,2021-10-17,966,16,10,0,0,0,1.035,0.0
NL,2021-10-17,1881,0,13,0,9,0,0.691,0.0
NB,2021-10-17,5793,58,90,3,57,3,1.554,5.172
NB,2021-10-18,5846,53,91,1,61,4,1.557,1.887
NS,2021-10-18,7078,72,98,0,13,0,1.385,0.0
QC,2021-10-18,413911,347,11468,5,303,0,2.771,1.441
YT,2021-10-18,970,4,10,0,0,0,1.031,0.0
NT,2021-10-18,1638,0,9,0,0,0,0.549,0.0
NU,2021-10-18,674,0,4,0,0,0,0.593,0.0
PE,2021-10-18,312,0,0,0,0,0,0.0,0.0
SK,2021-10-18,74673,279,782,4,335,2,1.047,1.434
ON,2021-10-19,596084,370,9597,6,262,24,1.61,1.622
YT,2021-10-19,973,3,10,0,0,0,1.028,0.0
NU,2021-10-19,674,0,4,0,0,0,0.593,0.0
BC,2021-10-19,199303,703,2086,5,382,22,1.047,0.711
MB,2021-10-19,62341,111,1235,0,56,4,1.981,0.0
PE,2021-10-19,315,3,0,0,0,0,0.0,0.0
NL,2021-10-19,1889,0,15,0,6,0,0.794,0.0
NT,2021-10-19,1694,56,9,0,0,0,0.531,0.0
SK,2021-10-19,74940,267,790,8,335,0,1.054,2.996
NT,2021-10-20,1712,18,9,0,0,0,0.526,0.0
NS,2021-10-20,7096,6,98,0,11,1,1.381,0.0
NU,2021-10-20,674,0,4,0,0,0,0.593,0.0
PE,2021-10-20,315,0,0,0,0,0,0.0,0.0
YT,2021-10-20,984,11,10,0,0,0,1.016,0.0
NT,2021-10-21,1746,34,9,0,0,0,0.515,0.0
MB,2021-10-21,62467,88,1236,0,56,1,1.979,0.0
NL,2021-10-21,1898,0,15,0,5,0,0.79,0.0
NB,2021-10-21,6032,67,101,2,55,0,1.674,2.985
BC,2021-10-21,200702,669,2096,4,377,7,1.044,0.598
PE,2021-10-21,315,0,0,0,0,0,0.0,0.0
ON,2021-10-21,596949,414,9612,9,276,17,1.61,2.174
YT,2021-10-21,989,5,10,0,0,0,1.011,0.0
NU,2021-10-21,674,0,4,0,0,0,0.593,0.0
NT,2021-10-22,1763,17,9,0,0,0,0.51,0.0
NU,2021-10-22,674,0,4,0,0,0,0.593,0.0
YT,2021-10-22,1003,14,10,0,0,0,0.997,0.0
MB,2021-10-22,62590,123,1237,1,59,3,1.976,0.813
PE,2021-10-22,315,0,0,0,0,0,0.0,0.0
NS,2021-10-22,7138,23,98,0,11,1,1.373,0.0
NU,2021-10-23,674,0,4,0,0,0,0.593,0.0
YT,2021-10-23,1008,5,10,0,0,0,0.992,0.0
ON,2021-10-23,597670,311,9616,1,272,10,1.609,0.322
NL,2021-10-23,1928,0,15,0,4,0,0.778,0.0
BC,2021-10-23,201855,550,2109,0,365,0,1.045,0.0
MB,2021-10-23,62689,99,1238,1,59,0,1.975,1.01
NT,2021-10-23,1786,23,9,0,0,0,0.504,0.0
AB,2021-10-23,320492,522,3026,0,889,0,0.944,0.0
PE,2021-10-23,315,0,0,0,0,0,0.0,0.0
BC,2021-10-24,202341,486,2109,0,365,0,1.042,0.0
NU,2021-10-24,674,0,4,0,0,0,0.593,0.0
NL,2021-10-24,1928,0,15,0,4,0,0.778,0.0
AB,2021-10-24,320858,366,3051,25,889,0,0.951,6.831
YT,2021-10-24,1018,10,10,0,0,0,0.982,0.0
PE,2021-10-24,315,0,0,0,0,0,0.0,0.0
NT,2021-10-24,1786,0,9,0,0,0,0.504,0.0
MB,2021-10-24,62842,153,1241,3,59,0,1.975,1.961
PE,2021-10-25,315,0,0,0,0,0,0.0,0.0
YT,2021-10-25,1021,3,10,0,0,0,0.979,0.0
ON,2021-10-25,598207,296,9626,3,251,2,1.609,1.014
BC,2021-10-25,202758,417,2129,20,366,1,1.05,4.796
QC,2021-10-25,416794,341,11497,2,259,9,2.758,0.587
SK,2021-10-25,76481,170,814,0,293,8,1.064,0.0
NU,2021-10-25,674,0,4,0,0,0,0.593,0.0
NT,2021-10-25,1786,0,9,0,0,0,0.504,0.0
NB,2021-10-26,6206,21,111,0,40,1,1.789,0.0
NL,2021-10-26,1964,0,15,0,1,0,0.764,0.0
NS,2021-10-26,7194,7,100,1,9,0,1.39,14.286
PE,2021-10-26,315,0,0,0,0,0,0.0,0.0
QC,2021-10-26,417170,376,11500,3,259,0,2.757,0.798
NU,2021-10-26,674,0,4,0,0,0,0.593,0.0
AB,2021-10-26,321942,626,3073,10,836,15,0.955,1.597
NT,2021-10-26,1826,40,9,0,0,0,0.493,0.0
YT,2021-10-26,1028,7,10,0,0,0,0.973,0.0
BC,2021-10-26,203391,633,2131,2,390,24,1.048,0.316
NS,2021-10-27,7220,26,100,0,9,0,1.385,0.0
NT,2021-10-27,1843,17,10,1,0,0,0.543,5.882
YT,2021-10-27,1033,5,10,0,0,0,0.968,0.0
NL,2021-10-27,1984,20,16,1,1,0,0.806,5.0
MB,2021-10-27,63107,116,1247,0,59,6,1.976,0.0
NU,2021-10-27,674,0,4,0,0,0,0.593,0.0
PE,2021-10-27,317,2,0,0,0,0,0.0,0.0
BC,2021-10-27,204148,757,2137,6,422,32,1.047,0.793
NL,2021-10-28,1984,0,16,0,1,0,0.806,0.0
NU,2021-10-28,674,0,4,0,0,0,0.593,0.0
YT,2021-10-28,1041,8,10,0,0,0,0.961,0.0
BC,2021-10-28,204721,573,2147,10,434,12,1.049,1.745
NS,2021-10-28,7251,31,100,0,9,0,1.379,0.0
PE,2021-10-28,317,0,0,0,0,0,0.0,0.0
NT,2021-10-28,1860,17,10,0,0,0,0.538,0.0
NT,2021-10-29,1863,3,11,1,0,0,0.59,33.333
PE,2021-10-29,317,0,0,0,0,0,0.0,0.0
YT,2021-10-29,1054,13,10,0,0,0,0.949,0.0
MB,2021-10-29,63366,135,1248,0,60,4,1.97,0.0
NU,2021-10-29,674,0,4,0,0,0,0.593,0.0
ON,2021-10-29,599765,348,9638,3,217,8,1.607,0.862
BC,2021-10-29,205300,579,2156,9,436,2,1.05,1.554
NS,2021-10-29,7275,24,100,0,9,0,1.375,0.0
NL,2021-10-29,1992,8,16,0,1,0,0.803,0.0
PE,2021-10-30,317,0,0,0,0,0,0.0,0.0
YT,2021-10-30,1058,4,10,0,0,0,0.945,0.0
BC,2021-10-30,205786,486,2156,0,436,0,1.048,0.0
NL,2021-10-30,1992,0,16,0,1,0,0.803,0.0
MB,2021-10-30,63471,105,1250,2,60,0,1.969,1.905
NT,2021-10-30,1863,0,11,0,0,0,0.59,0.0
NU,2021-10-30,674,0,4,0,0,0,0.593,0.0
ON,2021-10-30,600175,410,9644,6,220,3,1.607,1.463
AB,2021-10-30,323959,339,3093,0,765,0,0.955,0.0
PE,2021-10-31,317,0,0,0,0,0,0.0,0.0
NT,2021-10-31,1863,0,11,0,0,0,0.59,0.0
NU,2021-10-31,674,0,4,0,0,0,0.593,0.0
YT,2021-10-31,1072,14,10,0,0,0,0.933,0.0
SK,2021-10-31,77664,170,848,1,226,0,1.092,0.588
BC,2021-10-31,206127,341,2156,0,436,0,1.046,0.0
AB,2021-10-31,324300,341,3111,18,765,0,0.959,5.279
MB,2021-10-31,63593,122,1251,1,60,0,1.967,0.82
NL,2021-10-31,1992,0,16,0,1,0,0.803,0.0
NB,2021-10-31,6445,32,117,1,23,0,1.815,3.125
MB,2021-11-01,63698,105,1255,4,71,11,1.97,3.81
NT,2021-11-01,1871,8,11,0,0,0,0.588,0.0
PE,2021-11-01,319,2,0,0,0,0,0.0,0.0
NL,2021-11-01,1994,2,16,0,1,0,0.802,0.0
NU,2021-11-01,674,0,4,0,0,0,0.593,0.0
YT,2021-11-01,1077,5,10,0,0,0,0.929,0.0
QC,2021-11-01,420217,489,11522,4,244,8,2.742,0.818
NS,2021-11-01,7326,59,101,1,10,1,1.379,1.695
NB,2021-11-01,6476,31,117,0,24,1,1.807,0.0
BC,2021-11-01,206508,381,2181,25,436,0,1.056,6.562
ON,2021-11-01,600845,334,9650,4,224,8,1.606,1.198
NB,2021-11-02,6516,40,118,1,24,0,1.811,2.5
NU,2021-11-02,674,0,4,0,0,0,0.593,0.0
NL,2021-11-02,1994,0,16,0,1,0,0.802,0.0
BC,2021-11-02,206951,443,2186,5,445,9,1.056,1.129
SK,2021-11-02,77902,109,856,5,222,0,1.099,4.587
ON,2021-11-02,601273,428,9654,4,241,17,1.606,0.935
QC,2021-11-02,420701,484,11525,3,250,6,2.739,0.62
AB,2021-11-02,325115,489,3119,0,691,2,0.959,0.0
MB,2021-11-02,63817,119,1255,0,77,6,1.967,0.0
PE,2021-11-02,319,0,0,0,0,0,0.0,0.0
YT,2021-11-02,1086,9,10,0,0,0,0.921,0.0
NT,2021-11-02,1880,9,11,0,0,0,0.585,0.0
YT,2021-11-03,1106,20,10,0,0,0,0.904,0.0
MB,2021-11-03,63941,124,1256,1,78,1,1.964,0.806
NS,2021-11-03,7375,38,101,0,8,0,1.369,0.0
NT,2021-11-03,1886,6,11,0,0,0,0.583,0.0
SK,2021-11-03,78075,173,859,3,226,4,1.1,1.734
BC,2021-11-03,207548,597,2192,6,445,0,1.056,1.005
NL,2021-11-03,1995,1,16,0,1,0,0.802,0.0
PE,2021-11-03,320,1,0,0,0,0,0.0,0.0
NU,2021-11-03,674,0,4,0,0,0,0.593,0.0
AB,2021-11-03,325655,540,3137,18,697,6,0.963,3.333
NL,2021-11-04,1995,0,16,0,1,0,0.802,0.0
MB,2021-11-04,64090,149,1260,4,86,8,1.966,2.685
PE,2021-11-04,320,0,0,0,0,0,0.0,0.0
NU,2021-11-04,674,0,4,0,0,0,0.593,0.0
NT,2021-11-04,1886,0,11,0,0,0,0.583,0.0
NS,2021-11-04,7425,50,101,0,8,0,1.36,0.0
YT,2021-11-04,1136,30,10,0,0,0,0.88,0.0
PE,2021-11-05,320,0,0,0,0,0,0.0,0.0
BC,2021-11-05,208691,600,2201,1,441,3,1.055,0.167
NT,2021-11-05,1886,0,11,0,0,0,0.583,0.0
NL,2021-11-05,2003,8,16,0,1,0,0.799,0.0
NS,2021-11-05,7465,40,101,0,8,0,1.353,0.0
MB,2021-11-05,64214,124,1263,3,88,2,1.967,2.419
YT,2021-11-05,1151,15,10,0,0,0,0.869,0.0
NU,2021-11-05,674,0,4,0,0,0,0.593,0.0
NL,2021-11-06,2003,0,16,0,1,0,0.799,0.0
NT,2021-11-06,1886,0,11,0,0,0,0.583,0.0
MB,2021-11-06,64391,177,1266,3,88,0,1.966,1.695
YT,2021-11-06,1174,23,10,0,0,0,0.852,0.0
BC,2021-11-06,209186,495,2201,0,441,0,1.052,0.0
AB,2021-11-06,327146,433,3142,0,660,0,0.96,0.0
SK,2021-11-06,78567,164,863,3,199,2,1.098,1.829
PE,2021-11-06,320,0,0,0,0,0,0.0,0.0
NU,2021-11-06,674,0,4,0,0,0,0.593,0.0
NU,2021-11-07,674,0,4,0,0,0,0.593,0.0
AB,2021-11-07,327433,287,3155,13,660,0,0.964,4.53
NL,2021-11-07,2003,0,16,0,1,0,0.799,0.0
NT,2021-11-07,1886,0,11,0,0,0,0.583,0.0
